Region;Model;Scenario;Variable;Unit;Y2010;Y2015;Y2020;Y2025;Y2030;Y2035;Y2040;Y2045;Y2050;Y2055;Y2060;Y2065;Y2070;Y2075;Y2080;Y2085;Y2090;Y2095;Y2100
MYS;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;375.288;473.023;595.358;750.517;941.212;1163.756;1398.235;1627.447;1853.727;2083.322;2310.051;2522.875;2715.663;2890.387;3047.033;3184.059;3297.971;3385.784;3443.994
NAM;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;13.403;16.166;20.028;25.491;32.724;41.408;51.233;61.940;73.161;84.541;95.782;106.583;116.627;125.780;134.270;141.795;148.356;153.950;158.463
NCL;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;4.250;5.320;6.461;7.810;9.394;11.151;12.981;14.804;16.523;18.134;19.607;20.939;22.087;23.032;23.843;24.513;25.058;25.488;25.776
NER;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;10.085;14.142;18.914;27.191;41.082;63.837;99.438;153.127;231.559;341.796;490.506;683.201;923.130;1210.691;1545.643;1924.052;2339.171;2782.893;3242.969
NGA;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;338.225;462.557;636.006;896.583;1290.378;1853.285;2634.129;3681.428;5039.996;6755.189;8860.876;11359.790;14217.570;17383.387;20817.386;24448.977;28200.041;31996.102;35723.951
NIC;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;14.467;17.204;20.776;27.092;36.746;50.160;67.175;87.181;109.539;133.736;158.676;184.273;209.768;234.405;258.619;282.077;304.437;325.300;343.916
NLD;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;614.809;659.584;722.299;785.847;856.522;933.473;1017.265;1105.623;1192.755;1278.617;1366.531;1456.420;1546.359;1637.773;1730.803;1822.560;1910.915;1995.072;2075.306
NOR;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;228.255;257.766;291.040;319.291;353.349;390.371;425.168;459.775;497.539;539.052;583.437;631.301;682.022;733.272;785.557;836.723;886.140;934.085;981.062
NPL;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;32.337;39.154;49.768;67.559;95.617;137.762;197.306;277.520;380.174;505.182;650.733;813.357;989.531;1176.113;1366.884;1555.814;1737.381;1908.631;2062.893
NZL;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;110.886;125.415;140.859;157.411;176.908;201.299;229.842;262.206;296.395;331.281;367.934;406.936;447.438;487.567;527.675;566.910;605.038;642.392;678.899
OMN;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;68.334;83.357;100.514;123.592;153.170;187.448;219.843;245.785;268.472;293.810;319.030;342.711;362.440;377.862;390.516;400.493;408.529;414.661;418.263
PAK;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;418.508;487.451;593.459;763.789;1017.294;1377.046;1851.665;2441.827;3134.429;3921.301;4789.470;5723.202;6704.028;7683.777;8646.424;9573.417;10456.306;11293.446;12060.265
PAN;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;44.448;64.525;85.061;109.253;136.631;166.417;197.139;227.990;257.626;285.333;310.640;332.559;350.672;365.248;377.696;387.036;393.121;396.068;395.434
PER;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;248.847;329.290;428.611;549.194;692.033;854.210;1025.122;1196.233;1361.754;1518.610;1661.653;1791.310;1905.823;2003.239;2088.342;2161.011;2221.496;2266.694;2294.570
PHL;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;332.055;413.788;521.994;668.807;871.821;1139.855;1477.340;1879.905;2340.077;2850.495;3399.396;3969.555;4540.921;5104.786;5656.978;6184.626;6677.661;7131.261;7535.023
PNG;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;15.207;23.548;29.564;38.805;53.103;73.526;100.583;134.938;176.856;225.945;281.043;340.173;401.387;462.587;523.704;582.510;637.618;687.822;731.938
POL;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;660.478;768.404;904.195;1041.870;1183.144;1326.292;1452.728;1551.890;1626.932;1692.167;1758.764;1831.976;1904.634;1966.456;2017.088;2059.189;2097.900;2139.702;2186.424
PRI;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;64.752;72.416;79.597;87.571;95.766;103.832;110.589;115.573;118.932;120.777;120.927;120.242;118.768;116.483;114.010;111.453;108.827;106.021;102.961
PRT;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;230.606;230.091;253.869;281.428;314.359;350.773;387.153;423.634;460.909;500.697;542.749;585.152;625.910;664.811;702.433;738.836;773.513;805.629;834.340
PRY;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;30.001;36.849;46.173;60.969;82.270;110.602;145.259;185.206;228.926;275.504;323.621;371.941;419.025;463.584;506.044;545.338;581.062;613.145;639.942
PSE;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;11.090;15.000;20.720;29.479;42.082;58.855;79.007;101.540;125.396;149.767;173.737;197.589;220.385;242.012;263.144;283.754;304.075;324.200;343.628
PYF;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;4.493;4.987;5.390;5.863;6.449;7.199;8.068;9.004;9.941;10.849;11.753;12.634;13.504;14.313;15.048;15.728;16.363;16.946;17.459
QAT;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;122.760;205.428;257.151;298.357;329.662;358.905;383.335;401.142;412.954;423.716;435.445;444.255;447.515;444.920;438.799;429.953;418.874;405.463;389.450
ROU;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;234.124;255.365;300.584;356.653;424.498;498.346;570.902;635.989;693.068;739.904;786.012;824.510;853.448;870.507;880.142;883.849;881.511;874.371;861.346
RUS;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;2015.118;2444.526;2942.177;3536.191;4265.178;5041.563;5729.008;6253.428;6607.070;6887.941;7207.741;7512.449;7725.967;7820.389;7848.797;7857.357;7864.459;7863.518;7805.936
RWA;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;11.057;15.588;21.720;31.635;46.865;69.449;100.651;141.665;193.498;257.445;334.865;424.639;524.802;631.154;743.125;859.408;978.318;1097.090;1210.620
SAU;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;563.632;728.092;892.067;1087.365;1327.419;1565.661;1800.413;2024.779;2233.451;2433.626;2634.806;2832.305;3011.952;3171.014;3325.731;3470.443;3603.275;3714.354;3793.669
SDN;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;88.125;97.496;140.428;192.052;270.197;385.060;542.598;750.812;1016.528;1346.446;1743.014;2199.595;2703.830;3252.036;3823.415;4413.949;5011.090;5597.600;6158.043
SEN;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;21.610;25.957;33.917;46.666;65.615;93.150;130.848;180.070;241.957;317.313;405.712;505.726;614.187;727.984;847.086;969.927;1093.652;1215.450;1331.819
SGP;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;264.851;321.858;383.146;437.545;483.045;517.975;546.530;566.644;577.117;583.244;586.039;583.886;578.118;567.147;553.062;534.846;513.352;489.490;463.403
SLB;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;1.308;1.688;2.150;2.941;4.088;5.664;7.681;10.166;13.115;16.496;20.235;24.210;28.235;32.190;36.170;40.069;43.792;47.252;50.350
SLE;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;4.352;7.138;9.210;12.854;18.897;28.326;41.953;60.731;85.432;116.666;154.657;198.543;246.912;298.296;352.686;408.621;464.701;519.716;571.939
SLV;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;37.019;39.932;45.372;52.418;61.881;73.770;87.514;102.403;117.618;132.479;146.211;159.377;172.330;184.458;195.866;206.446;216.061;224.643;231.928
SOM;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;0.315;0.382;0.539;0.852;1.451;2.534;4.338;7.178;11.428;17.418;25.373;35.367;47.250;60.773;75.842;92.227;109.402;126.808;143.806
SRB;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;69.977;75.523;85.304;98.792;115.046;133.016;151.633;169.736;186.969;203.924;220.541;235.333;246.761;255.185;261.817;266.316;268.756;269.036;266.991
STP;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;0.290;0.473;0.986;1.494;2.189;3.046;4.001;4.997;5.994;6.969;7.870;8.693;9.421;10.067;10.673;11.239;11.758;12.229;12.646
SUR;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;3.730;4.611;5.860;7.528;9.610;12.057;14.714;17.499;20.250;22.935;25.491;27.771;29.768;31.547;33.146;34.556;35.756;36.751;37.476
SVK;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;109.477;128.516;151.136;174.284;199.621;225.925;250.611;272.184;291.068;308.543;326.603;345.631;364.120;380.779;395.337;408.036;419.464;430.572;441.678
SVN;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;51.321;55.340;61.824;68.770;76.698;85.370;94.055;102.293;110.181;118.096;126.576;135.354;144.086;152.247;159.804;167.014;174.090;180.993;187.504
SWE;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;316.691;364.760;413.889;465.017;520.594;581.391;647.333;716.717;785.581;851.502;920.738;1000.012;1082.126;1163.603;1244.263;1321.467;1396.673;1473.077;1551.142
SWZ;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;5.638;5.449;5.949;7.196;9.103;11.820;15.390;19.824;25.028;30.860;37.236;44.064;51.095;58.095;64.948;71.442;77.597;83.366;88.588
SYR;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;96.934;108.843;161.611;219.350;298.783;402.103;526.701;670.624;830.194;999.356;1170.600;1338.597;1497.683;1651.785;1805.485;1949.484;2078.119;2188.922;2277.079
TCD;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;15.011;18.091;22.093;30.506;44.595;66.552;98.936;143.952;204.119;281.298;376.465;489.512;619.064;762.869;918.718;1083.251;1252.940;1424.928;1595.121
TGO;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;5.414;6.842;9.058;12.561;18.017;26.371;38.662;56.070;79.746;110.599;149.179;195.465;248.887;308.344;373.023;441.043;511.010;581.680;651.142
THA;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;530.367;649.827;834.959;1084.741;1399.690;1765.018;2151.675;2536.373;2899.332;3237.288;3544.512;3810.229;4026.032;4193.098;4318.592;4400.063;4440.537;4445.799;4416.403
TJK;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;13.333;17.686;22.833;31.665;45.184;63.517;85.754;110.303;135.018;158.402;179.790;199.740;217.872;233.996;248.745;262.022;274.445;286.355;297.496
TKM;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;37.420;54.831;83.227;114.274;149.720;186.735;220.645;247.095;265.259;277.519;286.243;292.574;294.831;293.697;290.098;284.755;278.709;272.392;265.469
TLS;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;1.481;2.276;3.365;4.997;7.503;11.245;16.487;23.453;32.140;42.511;54.200;67.244;81.565;96.792;112.848;129.536;146.719;164.441;182.514
TON;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;0.423;0.453;0.498;0.589;0.722;0.889;1.080;1.296;1.537;1.800;2.060;2.318;2.563;2.791;3.028;3.276;3.528;3.775;4.006
TTO;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;31.079;33.224;38.189;43.488;49.050;54.535;59.160;62.316;63.845;64.743;65.451;65.702;65.088;63.685;62.076;60.467;58.941;57.387;55.596
TUN;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;89.757;101.916;134.561;177.857;232.008;294.346;358.928;420.353;472.575;516.981;556.570;593.274;623.199;644.423;659.591;669.388;676.049;680.484;681.730
TUR;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;912.432;1139.450;1400.126;1696.996;2035.822;2410.225;2804.263;3193.055;3558.193;3904.368;4226.776;4522.940;4782.918;4996.832;5179.858;5336.600;5468.389;5575.682;5639.578
TWN;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;742.813;889.439;1073.988;1208.735;1321.155;1424.861;1513.084;1570.705;1593.012;1587.286;1574.961;1608.617;1631.834;1638.589;1633.208;1610.471;1576.924;1534.288;1482.390
TZA;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;56.273;75.539;103.978;152.223;227.490;340.002;496.912;706.194;975.595;1309.401;1707.479;2165.193;2672.781;3213.972;3786.972;4380.840;4981.463;5577.614;6153.153
UGA;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;38.411;50.628;71.123;105.125;159.596;243.692;366.797;540.315;776.072;1085.092;1474.402;1946.428;2497.920;3120.783;3810.816;4556.667;5340.590;6144.912;6947.363
UKR;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;276.283;331.119;396.812;492.940;621.655;776.935;939.575;1095.765;1239.716;1379.390;1521.071;1657.042;1773.787;1861.455;1929.302;1982.676;2025.366;2058.003;2071.812
URY;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;42.434;51.623;61.655;73.703;87.864;103.348;118.654;132.989;146.023;157.321;166.556;174.075;179.805;183.839;186.799;188.605;189.236;188.749;186.777
USA;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;13087.120;14772.263;17156.082;19536.270;21979.945;24428.263;26777.920;28990.584;31007.587;32987.080;35035.960;37183.991;39287.740;41338.766;43422.432;45434.639;47397.131;49299.839;51096.512
UZB;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;78.648;108.523;146.602;200.094;269.211;353.940;449.177;545.318;635.314;719.167;798.216;875.286;945.498;1003.434;1051.077;1088.889;1119.839;1145.712;1165.121
VCT;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;1.037;1.128;1.307;1.507;1.749;2.028;2.323;2.621;2.909;3.186;3.441;3.671;3.870;4.036;4.183;4.311;4.422;4.511;4.575
VEN;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;316.397;379.724;437.411;519.759;613.860;714.315;823.732;941.514;1064.390;1193.114;1326.865;1460.549;1587.426;1702.736;1810.019;1905.348;1983.617;2043.398;2082.619
VNM;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;249.923;333.128;470.241;642.261;861.649;1128.571;1433.129;1762.005;2091.506;2410.096;2715.249;3019.669;3294.279;3520.840;3706.512;3854.141;3969.188;4053.911;4094.539
VUT;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;0.957;1.133;1.380;1.805;2.451;3.378;4.622;6.216;8.169;10.484;13.126;16.021;19.077;22.180;25.337;28.446;31.426;34.209;36.706
WSM;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;0.722;0.780;0.873;1.026;1.227;1.467;1.739;2.050;2.395;2.747;3.064;3.350;3.606;3.860;4.133;4.417;4.701;4.978;5.243
YEM;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;57.076;56.078;70.414;92.734;126.893;175.594;239.079;315.732;404.344;504.731;616.410;737.964;864.231;990.238;1113.723;1233.531;1349.153;1458.723;1558.095
ZAF;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;474.761;570.256;710.767;883.319;1086.864;1320.975;1572.447;1827.697;2074.644;2311.963;2540.034;2745.844;2918.465;3061.088;3176.739;3264.273;3328.085;3369.760;3388.435
ZMB;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;18.112;24.814;34.634;50.615;76.128;114.567;168.620;241.093;334.839;452.400;594.683;760.795;947.918;1151.078;1367.226;1592.229;1820.242;2045.685;2261.968
ZWE;OECD Env-Growth;SSP1;GDP|PPP;billion US$2005/yr;5.221;6.323;7.287;9.488;13.452;20.017;29.872;43.714;62.078;85.277;113.202;145.952;183.065;223.510;266.897;312.203;358.852;406.363;453.603
