Region;Model;Scenario;Variable;Unit;Y2010;Y2015;Y2020;Y2025;Y2030;Y2035;Y2040;Y2045;Y2050;Y2055;Y2060;Y2065;Y2070;Y2075;Y2080;Y2085;Y2090;Y2095;Y2100
NCL;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;4.250;5.263;6.227;7.160;8.057;8.882;9.692;10.489;11.255;12.011;12.755;13.507;14.273;15.041;15.797;16.542;17.280;18.019;18.770
NER;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;10.085;14.517;19.627;26.245;34.607;44.783;57.989;75.254;97.681;126.616;163.571;210.231;268.398;339.321;424.256;524.203;639.739;771.872;920.494
NGA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;338.225;470.453;651.218;871.104;1131.590;1422.879;1757.603;2144.589;2601.800;3152.722;3815.099;4603.517;5530.633;6619.266;7863.844;9265.877;10809.807;12489.570;14301.753
NIC;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;14.467;17.591;21.778;27.608;34.465;41.984;50.440;59.720;69.850;80.954;93.029;106.479;121.397;137.691;155.251;174.014;194.216;215.971;239.426
NLD;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;614.809;655.181;707.919;749.146;782.224;808.524;833.328;856.261;873.567;884.953;894.041;900.911;903.352;903.659;902.286;898.099;891.559;883.173;872.042
NOR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;228.255;254.750;280.912;297.962;314.712;329.371;337.460;339.070;340.923;345.527;351.700;359.359;367.447;374.032;379.688;383.551;385.890;387.122;386.698
NPL;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;32.337;39.922;50.632;63.722;78.554;94.113;112.103;132.888;156.731;183.837;214.749;250.175;291.121;338.479;391.518;450.649;517.072;591.830;675.734
NZL;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;110.886;124.418;137.608;149.155;158.622;167.545;177.109;187.690;198.294;208.266;218.635;229.857;241.005;250.676;259.314;266.664;273.008;278.688;283.051
OMN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;68.334;83.748;100.719;117.807;134.422;150.246;163.081;170.563;173.915;182.254;193.499;207.219;222.067;237.807;254.571;271.988;290.530;310.440;331.820
PAK;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;418.508;496.098;612.850;756.619;915.845;1090.208;1290.498;1514.668;1759.885;2029.377;2329.771;2669.778;3056.650;3484.719;3947.356;4442.544;4976.319;5555.895;6186.091
PAN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;44.448;65.120;86.439;107.984;128.046;146.562;164.674;182.739;200.617;218.271;235.871;253.410;271.200;289.395;307.853;326.179;344.484;362.927;381.849
PER;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;248.847;334.393;441.714;549.923;648.638;734.772;819.033;902.024;984.796;1067.918;1150.900;1236.593;1326.461;1420.943;1519.228;1620.555;1725.810;1835.412;1950.772
PHL;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;332.055;419.859;535.440;657.632;783.475;906.961;1047.765;1207.876;1388.717;1592.518;1821.737;2079.185;2367.281;2690.253;3044.544;3426.880;3838.228;4279.997;4754.881
PNG;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;15.207;23.804;30.037;37.949;47.372;57.552;69.315;82.967;98.560;116.019;135.212;156.038;178.525;202.755;228.762;256.146;284.777;314.770;346.385
POL;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;660.478;764.170;883.903;982.027;1059.054;1119.918;1162.427;1182.021;1183.215;1176.856;1169.895;1163.658;1151.647;1128.355;1098.396;1065.624;1033.727;1004.490;976.070
PRI;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;64.752;70.886;77.210;83.676;89.409;94.853;100.155;105.097;109.865;114.261;118.080;121.999;126.356;130.988;135.724;140.589;145.763;151.412;157.708
PRT;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;230.606;228.259;247.043;263.175;276.710;286.843;294.200;299.939;305.628;311.969;318.422;323.698;326.637;328.068;329.005;329.307;329.045;327.843;324.936
PRY;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;30.001;37.391;47.285;59.593;73.497;88.396;104.907;122.868;142.115;162.711;184.682;208.160;233.310;260.144;288.434;317.990;349.123;382.071;417.172
PSE;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;11.054;13.976;18.654;25.159;33.173;42.545;53.705;66.822;82.094;99.449;118.781;140.682;165.483;193.504;224.821;259.381;297.342;339.120;385.331
PYF;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;4.493;4.899;5.188;5.448;5.684;5.971;6.358;6.827;7.349;7.919;8.575;9.331;10.216;11.200;12.253;13.391;14.638;16.017;17.541
QAT;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;122.760;199.745;255.913;301.869;335.910;359.344;377.102;389.127;398.197;410.559;422.376;435.856;449.154;461.413;472.424;482.286;491.128;498.298;503.454
ROU;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;234.124;256.357;300.818;341.759;374.222;393.929;407.964;416.883;424.193;429.437;438.468;448.562;460.208;473.206;487.634;503.357;521.368;541.869;564.710
RUS;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;2015.118;2449.057;2914.395;3357.992;3777.636;4152.523;4459.877;4641.809;4720.246;4795.705;4958.011;5185.711;5439.270;5697.387;5960.025;6196.671;6452.196;6711.390;6951.177
RWA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;11.057;15.925;22.270;29.970;38.695;47.983;58.621;70.776;84.640;100.801;119.811;141.854;166.935;194.836;225.513;259.002;295.446;334.669;376.453
SAU;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;563.632;731.455;900.640;1093.311;1329.943;1570.287;1813.803;2027.661;2190.211;2310.447;2408.984;2504.315;2604.364;2717.437;2847.964;2991.431;3147.392;3313.091;3486.560
SDN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;88.125;100.316;146.679;190.200;239.335;293.722;358.799;435.379;523.304;623.845;740.613;876.514;1033.527;1212.710;1411.618;1632.114;1876.295;2146.518;2440.325
SEN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;21.610;26.770;35.615;46.109;57.881;70.399;85.155;102.493;122.710;146.369;173.965;206.155;243.252;285.411;332.780;385.436;443.882;508.461;579.748
SGP;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;264.851;318.929;376.162;419.856;448.454;464.173;474.666;480.377;482.097;484.167;485.531;485.233;486.099;487.420;488.271;486.235;481.480;474.255;466.093
SLB;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1.308;1.719;2.165;2.764;3.437;4.158;4.970;5.894;6.940;8.107;9.397;10.815;12.354;14.026;15.850;17.805;19.898;22.128;24.524
SLE;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;4.352;7.236;9.301;11.974;15.142;18.597;22.619;27.304;32.722;38.946;46.004;53.856;62.534;72.007;82.313;93.372;105.177;117.767;131.160
SLV;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;37.019;40.757;47.412;54.392;61.061;67.489;74.515;82.054;89.977;98.124;106.517;115.799;126.469;138.234;150.830;164.164;178.508;194.131;211.306
SOM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;0.315;0.349;0.455;0.614;0.810;1.022;1.291;1.641;2.093;2.665;3.377;4.253;5.323;6.617;8.164;9.986;12.098;14.526;17.290
SRB;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;69.977;75.670;84.747;94.445;102.810;108.937;114.096;118.698;123.484;129.227;136.097;143.438;150.885;158.828;167.313;175.924;184.671;193.570;202.822
STP;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;0.290;0.483;1.024;1.475;1.970;2.473;3.011;3.577;4.168;4.779;5.390;6.014;6.661;7.339;8.045;8.769;9.509;10.275;11.078
SUR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;3.730;4.661;5.965;7.394;8.823;10.217;11.670;13.218;14.826;16.508;18.257;20.037;21.929;23.992;26.156;28.389;30.672;33.025;35.509
SVK;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;109.477;127.663;147.510;164.428;179.723;192.917;203.499;210.587;214.592;216.487;217.738;218.585;217.859;215.032;210.649;205.489;200.146;194.916;189.534
SVN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;51.321;54.894;60.069;64.352;68.272;71.943;75.208;77.635;79.268;80.369;81.381;82.123;82.320;81.780;80.720;79.450;78.144;76.791;75.174
SWE;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;316.691;360.623;401.093;435.990;465.361;490.676;515.244;538.227;556.951;569.871;582.029;598.171;611.562;619.912;624.546;625.515;625.024;624.758;623.053
SWZ;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;5.638;5.508;5.801;6.429;7.193;8.051;9.050;10.180;11.375;12.657;14.088;15.674;17.479;19.520;21.776;24.267;27.027;30.088;33.454
SYR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;96.934;110.406;164.962;216.170;273.723;334.821;401.744;475.554;555.956;641.125;729.219;821.227;918.973;1026.277;1142.670;1264.365;1391.589;1526.545;1673.309
TCD;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;15.011;18.426;22.116;27.990;35.807;45.276;57.139;71.537;88.712;108.844;131.967;158.200;187.546;219.949;254.995;292.513;332.195;373.662;417.460
TGO;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;5.414;6.913;9.103;11.661;14.372;17.106;20.306;24.070;28.424;33.396;39.010;45.335;52.400;60.219;68.747;77.916;87.726;98.259;109.528
THA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;530.367;652.046;829.287;1012.982;1184.014;1326.854;1455.361;1571.323;1678.959;1783.859;1888.996;1995.138;2105.407;2223.368;2344.887;2466.466;2589.317;2715.547;2849.267
TJK;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;13.333;18.040;23.624;31.020;39.647;48.749;59.310;71.043;83.513;96.481;110.142;125.120;141.686;159.847;179.420;199.961;221.682;244.951;270.143
TKM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;37.420;55.464;84.798;117.933;152.414;187.436;221.765;253.934;283.146;306.295;328.560;349.709;367.731;382.543;393.523;400.490;404.761;407.349;408.905
TLS;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1.481;2.341;3.574;5.092;6.829;8.709;10.967;13.664;16.756;20.233;24.040;28.292;33.089;38.411;44.225;50.465;57.076;64.111;71.691
TON;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;0.423;0.464;0.522;0.608;0.706;0.804;0.910;1.032;1.176;1.343;1.522;1.720;1.939;2.185;2.467;2.787;3.143;3.530;3.954
TTO;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;31.079;33.520;38.735;43.080;46.404;48.988;50.982;52.146;52.578;53.015;53.783;54.685;55.494;56.166;56.828;57.625;58.674;59.947;61.401
TUN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;89.757;102.629;135.489;173.252;213.338;253.280;293.374;331.508;364.705;394.781;423.633;452.847;481.012;507.856;534.160;560.109;586.496;614.270;644.255
TUR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;912.432;1153.361;1431.102;1682.006;1902.175;2099.393;2294.494;2481.959;2664.256;2846.911;3029.242;3217.066;3414.954;3621.197;3828.768;4035.786;4244.352;4455.889;4672.712
TWN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;742.813;889.439;1064.202;1157.024;1204.828;1234.151;1252.333;1253.047;1236.283;1208.742;1184.871;1209.912;1246.795;1287.411;1325.023;1355.199;1380.961;1403.659;1426.875
TZA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;56.273;77.377;108.360;149.256;198.298;254.168;320.639;399.987;494.779;606.078;735.495;884.135;1053.288;1241.360;1448.189;1673.933;1917.707;2180.166;2461.606
UGA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;38.411;52.162;74.534;103.283;138.329;179.613;231.654;297.424;379.797;481.498;605.367;754.719;931.984;1137.773;1372.887;1636.867;1929.574;2252.648;2604.528
UKR;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;276.283;331.560;391.360;453.514;511.526;561.150;607.553;649.290;688.468;733.607;790.435;857.247;928.940;1001.457;1075.479;1152.208;1233.504;1319.054;1406.623
URY;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;42.434;52.081;62.352;71.769;79.884;86.535;92.544;98.110;103.624;108.935;114.108;119.527;125.307;131.465;137.882;144.387;151.115;158.211;165.926
USA;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;13087.120;14652.175;16642.448;18224.426;19477.085;20484.661;21325.099;22008.293;22472.579;22818.202;23094.748;23294.135;23284.627;23077.905;22792.115;22394.517;21938.314;21453.399;20908.321
UZB;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;78.648;110.001;149.025;195.743;242.512;286.928;332.843;378.643;423.003;469.183;520.099;578.309;641.911;708.419;776.101;842.910;910.579;980.551;1053.176
VCT;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;1.037;1.147;1.349;1.502;1.615;1.713;1.826;1.954;2.095;2.251;2.419;2.608;2.824;3.063;3.318;3.586;3.871;4.178;4.512
VEN;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;316.397;384.641;449.114;525.532;620.159;735.455;874.948;1035.920;1207.203;1377.925;1540.782;1688.626;1820.784;1942.026;2056.496;2166.054;2273.986;2381.594;2490.373
VNM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;249.923;335.610;472.887;610.703;745.518;870.905;999.625;1130.648;1255.851;1375.659;1495.577;1626.692;1758.334;1884.491;2004.726;2122.707;2245.713;2376.769;2515.297
VUT;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;0.957;1.150;1.403;1.736;2.129;2.563;3.072;3.663;4.335;5.094;5.942;6.881;7.911;9.033;10.250;11.549;12.928;14.386;15.927
WSM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;0.722;0.800;0.927;1.081;1.233;1.374;1.533;1.726;1.958;2.214;2.479;2.762;3.078;3.446;3.868;4.335;4.839;5.378;5.969
YEM;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;57.076;57.003;72.648;94.993;123.098;156.377;196.657;243.628;297.366;359.772;432.478;517.122;613.572;721.391;839.253;965.414;1099.773;1242.521;1393.771
ZAF;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;474.761;568.648;696.646;822.564;933.803;1031.876;1123.217;1207.489;1287.887;1369.240;1455.330;1544.620;1637.506;1731.903;1825.894;1919.841;2013.397;2106.801;2202.225
ZMB;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;18.112;25.671;36.695;50.518;67.240;86.543;110.301;139.179;174.253;216.642;267.183;327.089;396.902;476.374;565.801;664.571;773.331;892.201;1020.710
ZWE;OECD Env-Growth;SSP3;GDP|PPP;billion US$2005/yr;5.221;6.431;7.468;9.131;11.391;14.285;18.212;23.352;29.848;37.879;47.593;59.374;73.510;90.146;109.317;131.079;155.561;182.953;213.415
