Region;Model;Scenario;Variable;Unit;Y2010;Y2015;Y2020;Y2025;Y2030;Y2035;Y2040;Y2045;Y2050;Y2055;Y2060;Y2065;Y2070;Y2075;Y2080;Y2085;Y2090;Y2095;Y2100
MWI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;11.854;15.056;20.867;31.606;51.484;86.452;142.146;226.484;348.843;518.560;744.510;1033.937;1391.523;1816.919;2311.551;2872.056;3492.931;4166.344;4878.872
MYS;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;375.288;473.270;598.071;767.266;991.482;1267.055;1572.364;1893.963;2225.768;2576.095;2942.483;3312.754;3677.489;4038.044;4393.158;4739.334;5069.392;5376.090;5650.174
NAM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;13.403;16.164;20.071;26.011;34.548;45.523;58.397;72.928;88.756;105.525;122.931;140.630;158.202;175.424;192.580;209.199;225.215;240.537;254.875
NCL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;4.250;5.353;6.624;8.336;10.579;13.277;16.220;19.309;22.410;25.504;28.555;31.532;34.350;36.958;39.437;41.777;43.993;46.087;47.994
NER;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;10.085;14.136;18.946;27.921;44.547;74.090;122.282;197.237;309.343;470.034;690.774;982.512;1353.716;1809.556;2355.449;2991.708;3714.714;4518.644;5390.238
NGA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;338.225;462.390;638.004;924.894;1400.569;2142.163;3191.685;4616.391;6494.052;8914.030;11957.237;15670.135;20057.026;25104.875;30814.579;37134.801;43995.131;51320.653;58959.416
NIC;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;14.467;17.095;20.421;26.765;37.238;52.373;71.377;93.377;117.508;143.171;169.075;195.653;222.201;248.439;275.834;304.182;333.749;364.656;396.477
NLD;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;614.809;662.127;730.816;811.999;913.181;1031.753;1168.589;1326.107;1500.598;1694.035;1911.795;2156.280;2430.023;2737.763;3079.632;3453.258;3856.409;4289.589;4760.222
NOR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;228.255;259.988;298.736;339.874;394.457;459.611;525.964;594.797;673.205;765.125;871.751;995.590;1138.623;1300.247;1480.657;1677.400;1889.989;2120.137;2372.870
NPL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;32.337;39.129;49.844;69.612;104.739;162.535;247.429;364.994;518.696;709.348;935.381;1193.273;1479.337;1790.640;2120.128;2460.033;2802.852;3144.779;3475.314
NZL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;110.886;126.212;143.283;163.898;191.840;229.079;274.360;328.271;389.557;457.984;535.901;625.218;726.940;840.406;965.569;1101.904;1249.633;1410.122;1585.924
OMN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;68.334;83.594;101.080;124.653;156.689;195.289;234.769;272.164;307.293;347.106;388.817;431.583;473.020;512.133;549.634;585.901;621.189;655.169;686.649
PAK;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;418.508;486.705;591.922;775.634;1075.083;1529.323;2146.864;2936.718;3889.689;5002.762;6267.162;7672.217;9200.888;10796.972;12449.091;14135.211;15847.188;17587.484;19320.547
PAN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;44.448;64.557;85.495;112.109;144.938;183.177;224.239;267.278;310.820;354.061;396.478;436.752;473.999;508.118;540.696;570.211;596.199;618.498;635.955
PER;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;248.847;327.823;425.112;552.118;716.672;911.145;1114.086;1315.886;1510.799;1696.934;1869.265;2031.209;2180.536;2316.053;2446.120;2571.429;2693.652;2809.783;2916.936
PHL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;332.055;413.255;522.908;687.896;940.124;1296.076;1753.316;2311.031;2963.721;3707.159;4531.896;5421.165;6350.676;7312.094;8305.027;9314.156;10326.567;11335.621;12323.731
PNG;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;15.207;23.548;29.670;40.016;57.640;84.709;121.824;170.347;231.206;304.547;389.499;483.969;585.700;692.069;803.326;916.340;1028.979;1139.154;1244.544
POL;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;660.478;770.619;915.879;1081.944;1268.261;1467.301;1656.970;1830.768;1994.008;2163.290;2352.900;2572.708;2818.427;3078.390;3347.177;3626.714;3924.294;4254.139;4628.209
PRI;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;64.752;72.328;79.465;87.684;96.604;105.357;112.205;116.831;119.573;120.692;120.026;118.651;116.432;113.419;110.417;107.695;105.351;103.331;101.529
PRT;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;230.606;231.203;257.926;294.003;341.673;398.458;459.367;526.098;600.816;686.923;785.692;895.646;1015.483;1145.807;1287.198;1439.971;1603.323;1776.177;1959.160
PRY;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;30.001;36.806;46.284;62.749;88.543;124.890;170.337;223.900;284.041;349.971;420.380;493.987;569.115;644.181;720.035;795.171;868.984;941.306;1009.355
PSE;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;11.142;15.153;21.294;31.439;47.124;68.841;94.811;123.156;152.254;181.055;208.678;235.395;259.883;282.390;304.412;326.502;350.141;376.444;406.039
PYF;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;4.493;5.005;5.472;6.115;6.998;8.153;9.491;10.963;12.499;14.065;15.698;17.376;19.116;20.850;22.560;24.271;25.991;27.713;29.398
QAT;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;122.760;212.218;285.173;372.631;472.744;572.842;662.672;738.124;801.160;860.595;920.377;975.090;1019.776;1053.582;1080.944;1103.177;1119.921;1130.497;1134.182
ROU;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;234.124;255.166;301.073;365.801;453.090;555.072;657.795;754.343;844.018;924.393;1007.470;1084.586;1152.380;1207.221;1254.383;1295.595;1330.129;1359.339;1380.832
RUS;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;2015.118;2448.329;2971.309;3726.042;4743.159;5929.019;7064.472;8032.703;8809.905;9522.804;10321.731;11141.234;11875.804;12475.165;13007.313;13531.108;14065.234;14591.531;15024.612
RWA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;11.057;15.588;21.839;32.892;51.569;81.215;123.303;179.864;252.803;344.690;458.483;594.234;750.624;923.321;1113.143;1319.649;1541.862;1776.964;2017.610
SAU;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;563.632;732.721;908.468;1142.889;1475.347;1875.487;2321.638;2775.012;3206.020;3620.062;4035.928;4455.058;4861.839;5253.754;5653.018;6055.508;6456.180;6836.439;7174.790
SDN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;88.125;97.590;141.372;198.338;293.127;442.913;655.886;945.613;1324.997;1808.684;2405.968;3114.637;3923.937;4835.182;5824.036;6890.068;8018.970;9186.408;10368.344
SEN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;21.610;25.902;33.764;47.296;69.433;103.868;152.107;216.178;297.812;398.463;518.122;656.235;809.587;975.527;1156.354;1351.616;1559.494;1777.970;2003.332
SGP;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;264.851;325.386;390.953;455.392;516.057;570.744;622.600;669.228;708.234;744.833;780.643;811.835;837.121;853.743;864.415;868.257;866.283;859.517;846.810
SLB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1.308;1.688;2.156;3.024;4.405;6.440;9.135;12.552;16.725;21.654;27.285;33.499;40.070;46.849;53.998;61.383;68.875;76.339;83.601
SLE;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;4.352;7.151;9.293;13.401;20.917;33.596;52.758;80.109;117.173;165.315;225.485;297.106;378.750;468.730;567.385;672.996;783.683;897.746;1012.330
SLV;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;37.019;39.591;44.143;50.540;60.069;72.442;86.015;99.748;112.677;124.149;133.389;141.596;149.187;156.124;163.515;171.040;178.947;187.699;197.481
SOM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;0.315;0.381;0.541;0.901;1.680;3.221;5.828;9.873;15.736;23.666;33.709;45.895;59.922;75.504;92.927;112.271;133.380;155.994;179.603
SRB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;69.977;75.549;85.679;101.555;123.022;148.991;177.380;206.922;236.933;268.041;300.277;331.213;358.364;381.646;402.230;420.077;435.259;447.611;456.572
STP;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;0.290;0.470;0.976;1.508;2.279;3.230;4.229;5.199;6.100;6.920;7.612;8.224;8.749;9.227;9.765;10.360;11.021;11.753;12.555
SUR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;3.730;4.604;5.872;7.717;10.196;13.258;16.654;20.303;24.038;27.833;31.635;35.291;38.754;42.061;45.277;48.398;51.399;54.283;56.917
SVK;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;109.477;129.020;153.703;181.714;214.758;251.185;288.236;325.410;363.638;404.576;450.954;503.590;561.414;623.089;687.530;754.771;825.527;901.925;985.895
SVN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;51.321;55.611;62.946;72.149;83.625;97.013;111.556;127.135;144.081;162.992;184.755;209.277;236.485;265.802;296.963;330.312;366.227;404.845;446.210
SWE;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;316.691;367.548;422.760;488.584;568.859;664.030;773.402;898.126;1035.498;1184.089;1353.658;1555.636;1786.620;2045.137;2328.641;2634.222;2965.844;3331.899;3740.035
SWZ;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;5.638;5.444;5.949;7.339;9.680;13.234;18.035;24.161;31.560;40.109;49.757;60.444;71.888;83.805;96.071;108.379;120.757;133.127;145.210
SYR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;96.934;108.783;161.978;224.577;318.495;449.369;612.719;806.995;1028.702;1271.408;1526.621;1788.653;2050.221;2316.782;2595.930;2875.342;3146.569;3404.951;3641.280
TCD;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;15.011;18.068;22.079;31.131;47.557;74.818;116.232;175.257;255.915;361.645;494.977;657.561;849.398;1069.427;1317.038;1589.571;1883.946;2197.735;2526.136
TGO;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;5.414;6.841;9.095;13.019;19.823;31.083;48.205;73.112;107.772;153.933;212.957;285.526;371.579;470.303;581.344;702.611;832.637;970.043;1112.126
THA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;530.367;650.687;843.089;1131.502;1526.558;2012.454;2544.382;3100.894;3660.052;4219.447;4772.594;5299.908;5782.984;6217.422;6609.328;6951.646;7243.770;7490.319;7686.076
TJK;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;13.333;17.536;22.502;31.910;47.140;67.697;90.689;113.618;133.993;150.715;163.579;173.887;181.621;187.798;195.200;203.235;212.875;225.039;240.345
TKM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;37.420;54.718;82.770;117.835;158.831;202.250;243.738;281.387;314.190;340.469;365.394;389.119;408.689;424.571;437.669;448.411;458.003;466.985;474.734
TLS;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1.481;2.256;3.294;4.946;7.692;11.919;17.546;24.589;32.649;41.333;49.864;58.129;65.971;73.242;80.769;89.002;98.538;110.170;124.862
TON;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;0.423;0.447;0.481;0.562;0.697;0.869;1.047;1.229;1.410;1.590;1.744;1.865;1.941;1.976;2.015;2.067;2.141;2.242;2.374
TTO;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;31.079;33.138;38.043;43.904;50.672;57.743;63.960;68.711;71.801;74.331;76.786;78.844;79.960;80.151;80.083;80.033;80.143;80.282;80.108
TUN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;89.757;101.879;135.250;183.283;247.388;324.915;407.438;489.333;563.753;632.336;698.690;765.072;826.208;879.025;926.374;968.632;1008.510;1047.041;1082.422
TUR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;912.432;1139.299;1403.010;1728.569;2134.282;2613.330;3135.919;3677.255;4217.485;4762.887;5309.197;5852.665;6377.833;6869.492;7345.121;7809.150;8261.207;8699.399;9090.563
TWN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;742.813;889.439;1084.599;1261.959;1440.954;1627.208;1806.415;1960.612;2078.269;2162.757;2241.038;2384.591;2510.562;2613.281;2703.523;2767.277;2813.176;2841.165;2845.093
TZA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;56.273;75.443;104.107;156.823;247.410;392.945;602.001;886.775;1259.912;1730.425;2302.151;2975.000;3741.605;4585.384;5511.971;6512.117;7571.784;8679.640;9814.528
UGA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;38.411;50.588;71.258;108.191;173.289;281.427;445.117;681.654;1009.900;1448.813;2013.249;2713.988;3554.614;4532.735;5653.406;6910.303;8287.164;9766.170;11319.602
UKR;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;276.283;331.186;400.433;518.186;690.300;909.529;1147.082;1389.195;1629.340;1878.092;2143.531;2412.679;2665.760;2888.060;3090.463;3278.804;3456.096;3620.764;3755.930
URY;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;42.434;51.489;61.489;74.759;91.614;110.737;129.618;147.580;164.419;179.823;193.467;205.803;216.574;225.887;234.526;242.451;249.624;256.075;261.131
USA;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;13087.120;14862.284;17514.176;20524.255;23990.207;27793.541;31738.969;35907.431;40312.784;45165.300;50633.018;56809.539;63638.501;71190.050;79531.157;88580.635;98393.599;109007.944;120517.863
UZB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;78.648;108.134;144.595;199.805;274.826;369.575;476.509;587.389;694.927;800.404;905.529;1013.270;1116.789;1210.852;1299.474;1382.164;1462.922;1544.745;1625.805
VCT;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;1.037;1.119;1.287;1.505;1.792;2.121;2.448;2.765;3.063;3.352;3.630;3.890;4.116;4.310;4.499;4.683;4.871;5.062;5.248
VEN;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;316.397;379.810;438.357;530.441;660.302;833.821;1035.943;1264.874;1513.803;1781.053;2062.914;2348.107;2625.443;2890.194;3150.158;3400.668;3633.247;3844.124;4027.569
VNM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;249.923;332.832;473.046;667.332;938.480;1287.640;1692.977;2141.240;2606.044;3074.820;3545.546;4036.001;4508.269;4935.993;5326.341;5680.058;6002.709;6295.823;6534.356
VUT;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;0.957;1.133;1.384;1.856;2.648;3.870;5.566;7.806;10.633;14.079;18.133;22.729;27.763;33.099;38.768;44.633;50.581;56.501;62.237
WSM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;0.722;0.771;0.846;0.989;1.200;1.451;1.711;1.981;2.259;2.522;2.723;2.849;2.908;2.938;2.979;3.039;3.133;3.268;3.456
YEM;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;57.076;56.013;70.128;93.399;131.294;188.384;265.037;360.793;475.273;609.698;765.016;941.146;1132.349;1333.688;1544.088;1762.714;1990.041;2224.432;2459.995
ZAF;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;474.761;571.674;716.450;908.189;1156.482;1464.303;1813.241;2189.183;2577.407;2975.671;3384.543;3784.626;4157.848;4503.354;4821.733;5110.476;5373.586;5610.901;5817.395
ZMB;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;18.112;24.784;34.713;52.310;83.020;132.375;203.499;300.715;428.694;592.215;794.366;1036.570;1317.476;1633.193;1982.978;2363.856;2770.066;3195.542;3631.489
ZWE;OECD Env-Growth;SSP5;GDP|PPP;billion US$2005/yr;5.221;6.255;7.132;9.417;13.813;21.236;32.084;46.808;65.637;88.577;115.140;145.688;179.790;216.942;258.554;303.802;353.069;407.015;465.378
