Region;Model;Scenario;Variable;Unit;Y2010;Y2015;Y2020;Y2025;Y2030;Y2035;Y2040;Y2045;Y2050;Y2055;Y2060;Y2065;Y2070;Y2075;Y2080;Y2085;Y2090;Y2095;Y2100
NCL;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;4.250;5.244;6.252;7.413;8.821;10.381;12.007;13.649;15.247;16.816;18.335;19.783;21.112;22.294;23.369;24.324;25.182;25.949;26.599
NER;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;10.085;14.511;19.584;26.002;33.774;42.450;53.044;66.115;82.125;101.608;125.084;153.106;186.181;224.380;267.828;316.589;370.619;430.312;495.633
NGA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;338.225;470.333;649.365;859.062;1100.243;1351.464;1626.397;1930.241;2275.957;2679.344;3148.242;3685.957;4298.227;4998.460;5778.258;6637.617;7563.977;8555.110;9613.317
NIC;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;14.467;17.301;20.811;25.532;30.866;35.965;41.069;45.916;50.471;54.789;58.708;62.379;65.735;68.688;71.310;73.616;75.724;77.691;79.484
NLD;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;614.809;657.146;715.147;772.461;833.615;896.976;963.576;1033.163;1101.360;1166.870;1232.926;1297.957;1359.287;1418.998;1478.364;1535.908;1591.323;1644.423;1691.335
NOR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;228.255;256.629;287.098;314.815;349.325;387.645;421.448;450.161;479.803;512.709;548.033;585.544;624.147;661.086;697.420;731.668;763.747;793.798;820.187
NPL;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;32.337;39.914;50.526;62.961;76.379;88.671;101.623;115.303;129.646;144.626;160.450;177.407;195.951;216.399;238.088;261.220;286.473;314.436;345.598
NZL;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;110.886;124.973;139.503;155.043;173.223;195.797;221.936;251.466;282.631;314.122;346.959;381.305;416.133;449.625;482.545;514.379;545.316;575.879;604.892
OMN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;68.334;83.334;100.055;120.597;145.633;173.328;198.127;216.587;229.447;245.942;263.563;281.423;297.709;312.035;325.255;337.140;348.427;359.315;369.371
PAK;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;418.508;495.368;609.890;745.903;891.682;1038.663;1199.971;1372.880;1553.989;1745.395;1951.108;2176.487;2426.569;2695.781;2978.750;3275.769;3592.033;3934.149;4307.468
PAN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;44.448;64.640;85.071;106.756;129.042;151.141;173.003;194.419;214.857;234.115;252.139;268.102;281.739;293.187;303.211;311.300;317.621;322.420;325.596
PER;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;248.847;330.165;428.672;532.004;639.229;745.626;853.139;959.057;1063.384;1165.531;1262.639;1354.672;1441.031;1520.736;1595.448;1664.619;1729.170;1789.702;1845.277
PHL;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;332.055;419.387;533.031;645.294;755.582;850.572;953.109;1064.862;1186.831;1319.697;1463.697;1619.147;1787.465;1970.763;2165.759;2371.100;2587.622;2817.368;3063.765
PNG;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;15.207;23.818;30.012;37.445;46.093;54.677;64.152;74.753;86.469;99.153;112.631;126.744;141.513;156.998;173.211;189.889;207.001;224.740;243.430
POL;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;660.478;765.979;896.548;1028.826;1162.144;1293.071;1404.688;1489.620;1551.965;1604.711;1656.986;1710.516;1757.160;1787.829;1807.116;1820.356;1833.407;1851.052;1872.141
PRI;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;64.752;70.647;76.398;82.537;89.074;95.542;101.047;105.308;108.627;110.954;112.092;112.630;112.725;112.355;111.863;111.324;110.903;110.647;110.315
PRT;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;230.606;229.297;251.771;277.196;306.560;337.512;366.729;394.966;424.033;454.970;487.413;519.118;548.272;575.397;601.785;627.301;652.259;676.009;696.407
PRY;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;30.001;37.353;47.345;60.409;77.089;97.199;121.165;149.010;180.845;217.066;257.985;303.981;355.621;413.288;476.954;546.632;623.136;707.273;800.110
PSE;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;11.097;14.030;18.402;23.892;30.208;36.683;43.695;51.167;59.081;67.381;76.075;85.720;96.439;108.361;121.478;135.891;151.867;169.820;190.155
PYF;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;4.493;4.886;5.180;5.535;6.013;6.638;7.384;8.214;9.084;9.971;10.903;11.854;12.837;13.799;14.718;15.603;16.477;17.353;18.215
QAT;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;122.760;205.498;268.379;330.930;392.370;448.509;491.310;522.142;543.489;562.742;582.333;597.315;605.015;604.872;598.239;585.941;569.462;549.263;525.686
ROU;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;234.124;255.195;298.699;343.866;389.111;429.145;465.652;496.641;525.386;549.744;576.381;599.316;617.657;630.324;640.036;647.577;654.634;661.496;666.398
RUS;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;2015.118;2442.990;2911.386;3422.878;3995.421;4591.921;5138.977;5559.224;5857.669;6133.355;6484.142;6819.957;7107.073;7309.635;7451.120;7559.355;7650.118;7718.976;7737.626
RWA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;11.057;15.927;22.225;29.559;37.473;45.069;53.247;62.110;71.771;82.603;94.847;108.458;123.334;139.219;156.025;173.849;192.791;212.815;233.938
SAU;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;563.632;736.114;918.466;1140.394;1433.978;1763.586;2119.827;2473.280;2804.399;3127.004;3462.639;3825.757;4226.222;4675.469;5180.102;5731.919;6327.564;6961.299;7629.629
SDN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;88.125;100.473;147.116;188.580;231.459;272.486;316.712;364.275;414.476;467.998;526.559;591.317;662.833;741.500;826.327;918.548;1019.440;1130.410;1251.053
SEN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;21.610;26.720;35.374;45.253;55.841;66.074;77.511;90.347;104.688;120.802;138.802;159.016;181.528;206.268;233.213;262.508;294.497;329.508;368.084
SGP;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;264.851;321.559;380.905;431.099;471.085;498.315;519.092;533.827;543.116;551.990;560.245;564.393;565.763;563.272;558.114;548.944;537.221;523.451;507.221
SLB;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1.308;1.719;2.150;2.699;3.311;3.925;4.591;5.329;6.146;7.040;8.009;9.053;10.169;11.364;12.654;14.027;15.489;17.047;18.733
SLE;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;4.352;7.250;9.333;11.951;14.922;17.861;21.072;24.603;28.467;32.681;37.224;42.024;47.082;52.362;57.888;63.604;69.526;75.714;82.230
SLV;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;37.019;39.991;44.998;49.513;53.621;56.465;58.870;60.716;61.974;62.632;62.700;62.602;62.552;62.372;62.055;61.631;61.222;60.899;60.640
SOM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;0.315;0.346;0.442;0.576;0.721;0.838;0.966;1.109;1.271;1.448;1.638;1.844;2.067;2.309;2.570;2.851;3.152;3.479;3.837
SRB;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;69.977;75.445;84.243;94.773;105.930;116.592;127.177;137.564;148.188;159.799;172.420;184.530;194.990;203.955;211.904;218.376;223.617;227.617;230.118
STP;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;0.290;0.480;0.998;1.380;1.764;2.101;2.431;2.753;3.074;3.392;3.696;4.006;4.333;4.683;5.056;5.450;5.868;6.318;6.810
SUR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;3.730;4.621;5.856;7.278;8.864;10.550;12.334;14.200;16.068;17.941;19.797;21.534;23.162;24.721;26.195;27.551;28.788;29.919;30.935
SVK;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;109.477;128.068;149.721;172.062;196.025;220.082;242.016;260.978;277.516;292.741;308.293;323.930;337.938;349.182;357.998;365.331;371.917;378.373;384.499
SVN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;51.321;55.134;61.294;67.891;75.292;83.178;90.892;98.084;104.869;111.535;118.592;125.647;132.287;138.150;143.360;148.148;152.702;157.038;160.839
SWE;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;316.691;363.034;409.058;457.556;509.856;565.837;624.986;685.830;744.706;799.092;854.835;917.137;977.821;1033.195;1084.872;1131.884;1176.244;1220.311;1261.012
SWZ;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;5.638;5.502;5.728;6.227;6.881;7.565;8.341;9.195;10.067;10.975;11.971;13.053;14.267;15.621;17.092;18.692;20.444;22.375;24.492
SYR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;96.934;110.352;164.303;212.553;265.691;318.332;373.669;432.640;494.994;559.163;623.587;689.173;757.606;832.024;911.991;994.667;1080.545;1171.804;1272.013
TCD;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;15.011;18.401;22.013;27.671;35.079;43.603;53.958;66.154;80.285;96.392;114.394;134.335;156.162;179.786;204.872;231.340;259.045;287.828;318.272
TGO;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;5.414;6.912;9.087;11.567;14.051;16.263;18.680;21.355;24.266;27.395;30.727;34.282;38.060;42.051;46.218;50.528;55.004;59.729;64.750
THA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;530.367;649.618;826.484;1030.148;1252.853;1476.214;1695.807;1905.036;2102.984;2291.707;2468.764;2623.520;2752.303;2857.345;2942.701;3005.967;3049.185;3075.485;3084.153
TJK;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;13.333;17.884;22.902;28.684;34.696;39.864;45.292;50.805;56.065;61.002;65.786;70.960;76.680;82.920;89.598;96.699;104.436;113.036;122.696
TKM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;37.420;54.831;82.704;114.682;149.354;186.169;218.546;246.873;269.284;286.630;299.549;307.919;310.657;308.925;304.003;297.000;289.278;281.424;273.199
TLS;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1.481;2.319;3.456;4.680;5.913;6.978;8.078;9.209;10.279;11.244;12.057;12.806;13.504;14.109;14.580;14.900;15.067;15.101;15.020
TON;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;0.423;0.458;0.502;0.559;0.620;0.665;0.706;0.749;0.798;0.851;0.901;0.954;1.011;1.077;1.155;1.244;1.345;1.458;1.586
TTO;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;31.079;33.246;38.156;43.015;47.819;52.240;55.672;57.754;58.574;59.082;59.630;59.881;59.483;58.469;57.260;56.059;55.007;54.049;53.035
TUN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;89.757;101.886;133.608;172.302;217.621;266.518;316.512;364.010;404.704;440.279;472.968;503.524;528.558;546.609;560.103;569.803;577.652;585.072;591.382
TUR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;912.432;1145.059;1409.175;1662.915;1916.463;2164.049;2413.824;2651.317;2875.347;3091.504;3297.424;3490.290;3667.932;3827.126;3970.935;4101.674;4226.135;4347.664;4461.339
TWN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;742.813;889.439;1080.275;1220.676;1334.274;1436.100;1524.104;1587.873;1623.768;1639.038;1653.979;1723.242;1788.630;1842.641;1885.420;1910.627;1921.592;1918.488;1901.401
TZA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;56.273;77.319;107.876;146.251;190.579;237.019;289.508;349.439;418.349;496.254;583.728;681.061;788.699;905.054;1029.769;1163.046;1304.582;1455.411;1616.579
UGA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;38.411;52.140;74.219;101.142;132.845;167.359;209.001;259.662;320.900;393.923;479.963;580.598;696.656;827.646;973.432;1133.345;1307.307;1496.796;1701.510
UKR;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;276.283;330.578;391.264;466.181;553.490;647.763;745.575;841.972;936.671;1037.940;1150.214;1265.159;1372.721;1464.787;1545.587;1617.339;1681.880;1738.226;1781.205
URY;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;42.434;51.659;61.327;70.835;80.393;89.316;97.511;104.912;111.918;118.274;123.789;128.510;132.374;135.413;138.002;140.071;141.742;143.144;144.223
USA;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;13087.120;14720.994;16972.432;19249.427;21559.684;23821.415;25898.886;27779.907;29446.673;31068.563;32752.472;34489.513;36107.740;37584.796;39063.756;40448.841;41776.313;43076.649;44280.456
UZB;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;78.648;108.546;144.823;192.487;249.550;314.830;387.677;464.108;540.312;617.452;695.663;774.636;849.926;916.533;975.032;1025.442;1070.410;1111.331;1146.430
VCT;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;1.037;1.131;1.305;1.445;1.582;1.718;1.863;2.012;2.163;2.318;2.472;2.622;2.765;2.898;3.022;3.135;3.243;3.349;3.453
VEN;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;316.397;381.331;440.080;515.238;595.174;685.876;774.003;859.031;941.623;1023.539;1105.265;1180.431;1246.639;1305.521;1361.194;1413.037;1461.818;1507.398;1547.641
VNM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;249.923;333.036;466.722;611.356;774.129;947.447;1135.561;1332.184;1524.030;1707.687;1885.710;2067.706;2233.941;2372.610;2487.793;2582.882;2666.960;2743.566;2807.598
VUT;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;0.957;1.151;1.401;1.717;2.085;2.461;2.885;3.358;3.878;4.448;5.065;5.726;6.433;7.182;7.976;8.807;9.674;10.581;11.537
WSM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;0.722;0.790;0.894;0.999;1.085;1.136;1.188;1.254;1.334;1.416;1.486;1.561;1.648;1.758;1.890;2.039;2.204;2.390;2.606
YEM;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;57.076;57.016;72.489;93.321;119.403;149.125;184.759;226.198;273.593;328.319;391.107;462.616;542.654;630.423;724.370;823.682;928.193;1038.399;1154.967
ZAF;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;474.761;568.604;699.956;839.311;984.820;1130.970;1276.607;1416.863;1549.012;1678.609;1808.649;1930.538;2039.652;2138.263;2225.912;2300.794;2363.906;2414.855;2452.424
ZMB;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;18.112;25.652;36.489;49.259;64.174;80.042;98.790;120.814;146.806;177.345;212.686;253.385;299.559;350.710;406.822;467.536;533.318;604.430;680.893
ZWE;OECD Env-Growth;SSP4;GDP|PPP;billion US$2005/yr;5.221;6.360;7.230;8.506;10.204;12.202;14.842;18.198;22.315;27.264;33.089;40.076;48.405;58.161;69.364;82.134;96.610;112.980;131.424
